Station Code,Location,State,Temp Min,Temp Max,Dissoved Oxygen Min,Dissoved Oxygen Max,pH Min,pH Max,Conductivity Min,Conductivity Max,BOD Min,BOD Max,Nitrate Min,Nitrate Max,Fecal Coliform Min,Fecal Coliform Max,Total Coliform Min,Total Coliform Max
1009.0,BEAS AT D/S PONG DAM,HIMACHAL PRADESH,11.5,16,8.3,9.4,7.18,7.9,105,196,0.1,0.4,0.22,1.14,2,6,58,180
1008.0,BEAS AT D/S DEHRAGOPIPUR,HIMACHAL PRADESH,7.3,18,7.9,9.5,7.25,8,114,326,0.1,0.5,0.39,0.98,2,40,48,170
4435.0,RIVER BEAS U/S SUJANPUR TIHRA,HIMACHAL PRADESH,9.1,24,7.8,8.6,7.7,8.1,140,283,0.1,0.3,0.2,0.4,2,2,2,79
4436.0,RIVER BEAS  D/S SUJANPUR TIHRA,HIMACHAL PRADESH,9,25,7.9,8.5,8,8.2,132,301,0.1,0.2,0.2,0.9,2,4,2,94
4437.0,RIVER BEAS U/S NADAUM TOWN,HIMACHAL PRADESH,9.2,23,7.8,8.3,7.7,8.1,149,285,0.1,0.3,0.3,0.6,2,6,70,120
4438.0,"RIVER BEAS D/S NADAUN TOWN AFTER CONFLUENCE OF
MAAN KHAD",HIMACHAL PRADESH,9.1,26,7.7,9.6,7.2,8,206,290,0.1,0.3,0.3,0.9,2,7,79,130
4443.0,RIVER BEAS AT  RAISON,HIMACHAL PRADESH,8,15,8.3,11,7.3,8.2,69,106,0.1,0.3,0.1,0.5,26,79,220,350
30083.0,BEAS AT TALWARA  (PONG DAM),HIMACHAL PRADESH,21.1,21.1,8.7,8.7,8,8,214,214,-,-,0.5,0.5,2,2,2,2
30084.0,"BEAS AT  D/S CHANGARWA VILLAGE, (PUNJAB)",PUNJAB,26,26,8.9,8.9,8,8,215,215,-,-,0.5,0.5,2000,2000,13000,13000
1693.0,"BEAS AT TALWARA H/W,
PUNJAB",PUNJAB,15,25,6.3,9.2,7.3,7.9,158,260,1,1.1,0.1,0.4,31,46,70,94
1694.0,"BEAS AT U/S PATHANKOT, PUNJAB",PUNJAB,15,28,7.5,8.8,7.6,8.1,224,280,1,1.4,0.1,0.6,33,140,79,280
1010.0,"BEAS AT MIRTHAL BRIDGE, GURDASPUR",PUNJAB,15,28,7.3,9.1,7.4,8,240,280,1,1.4,0.1,0.4,26,110,70,170
1695.0,"BEAS D/S PATHANKOT, PUNJAB",PUNJAB,15,27,7.3,8.6,7.7,8.3,210,300,1,1.7,0.3,0.8,94,490,170,790
1294.0,"BEAS AT 1KM.D/S OF EFFL. DISH. POINT AT MUKERIAN ,
PUNJAB",PUNJAB,15,26,6.8,8.4,7.5,8,231,320,1.1,2,0.4,1,210,540,430,920
4164.0,"BEAS RIVER, NR VILL KIRI AFGHANA, TEHSIL BATALA, GURDASPUR",PUNJAB,12,28,7.1,8.7,7.2,7.9,210,380,1,1.7,0.1,1.2,110,490,170,700
1011.0,BEAS AT G.T.  ROAD UNDER BDG. NEAR KAPURTHALA,PUNJAB,14,27,7.2,9.4,7.5,8,202,310,1,1.6,0.1,1,84,630,170,940
1012.0,BEAS AT 100M D/S INDUST. DISCH. GOINDWAL,PUNJAB,12,28,7,8.6,7.5,8.1,199,310,1,1.6,0.4,1.2,110,330,210,630
1696.0,"BEAS U/S GOINDWAL, PUNJAB",PUNJAB,12,27,7.1,9.5,7.4,8,208,298,1,1.4,0.1,0.8,94,250,170,580
1697.0,"BEAS AT HARIKE, PUNJAB",PUNJAB,13,33,7.4,8.9,7.2,8.2,204,318,1,1.4,0.4,1,110,350,210,540
1867.0,"SUTLEJ RIVER B/C WITH RIVER SPITI AT KHAB,
DISTT.KINNAUR",HIMACHAL PRADESH,6,11,9,9.8,7.1,8.5,93,2574,0.2,1.7,0.2,2.2,1,17,7,170
2611.0,SUTLEJ AT KHAB,HIMACHAL PRADESH,6,11,8.9,9.8,7.3,8.5,94,2763,0.3,1.2,0.2,2.2,1,33,47,1600
3872.0,SUTLEJ RIVER D/S TIDONG HEP,HIMACHAL PRADESH,7,12,8.5,9.4,6.8,8.5,113,2705,0.4,2.7,0.2,2.4,8,23,70,1600
4448.0,RIVER SUTLEJ U/S CONFLUENCES OF RIVER TIDONG,HIMACHAL PRADESH,8.1,12,8.6,9.2,7.3,8.4,91,2793,0.3,0.9,0.2,1.2,6,26,94,150
4449.0,"RIVER SUTLEJ D/S CONFLUENCES OF RIVER
TIDONG",HIMACHAL PRADESH,8.2,12,8.5,9,6.9,8.5,93,2814,0.4,0.8,0.2,1.3,6,26,94,220
4452.0,"RIVER SUTLEJ U/S CONFLUENCES OF RIVER
BASPA",HIMACHAL PRADESH,9,9,8.5,8.5,8.1,8.1,2630,2630,0.4,0.4,1.3,1.3,14,14,94,94
4453.0,"RIVER SUTLEJ D/S CONFLUENCES  OF RIVER
BASPA",HIMACHAL PRADESH,10,10,8.6,8.6,8.5,8.5,2619,2619,0.5,0.5,1.2,1.2,12,12,84,84
3871.0,SUTLEJ RIVER  D/S POWER HOUSE KASHANG HEP,HIMACHAL PRADESH,7,12,8.5,9,7.2,8.6,99,2818,0.2,1,0.2,1.2,1,21,84,1600
3870.0,SUTLEJ B/C WITH KARCHAM DRAIN,HIMACHAL PRADESH,7.5,13,8.3,9,7.4,8.5,91,2653,0.3,1.5,0.3,1.2,14,70,120,430
1389.0,SUTLEJ AT NEPTHA ZAKHAI,"HIMACHAL
PRADESH",7,12,8.4,9.3,7.2,8.6,92,2598,0.4,1.4,0.3,1.2,1.8,110,46,1600
3869.0,"SUTLEJ RIVER  D/S TRT OF RAMPUR HYDEL ELECTRIC
PROJECT",HIMACHAL PRADESH,6,13,8.3,8.5,6.8,8.4,92,2587,0.1,1,0.2,1.3,1.8,39,39,1600
1086.0,SUTLEJ AT U/S RAMPUR,HIMACHAL PRADESH,6.5,16,8,9.2,6.5,8.6,97,2545,0.2,1,0.25,1.32,1.8,210,94,1600
1087.0,SUTLEJ AT D/S RAMPUR,HIMACHAL PRADESH,6.5,16,8,9.4,6.6,8.6,96,2491,0.4,1.5,0.26,1.3,1.8,94,210,1600
1013.0,SUTLEJ AT U/S TATAPANI,HIMACHAL PRADESH,8,16,8,9.3,7,8.5,93,2349,0.2,1.7,0.24,1.5,1.8,70,120,1600
4446.0,RIVER SUTLEJ U/S IANDFILL SITE RAMPUR,HIMACHAL PRADESH,10,13,8.4,8.6,7.4,8.4,91,2570,0.5,0.8,0.2,1.2,9,49,1.8,280
4447.0,RIVER STLUJ D/S LANDFILL SITE RAMPUR,HIMACHAL PRADESH,10,13,8.4,8.6,6.9,8.5,91,2543,0.6,0.8,0.3,1.2,26,70,280,430
1014.0,SUTLEJ AT U/S SLAPPER,HIMACHAL PRADESH,11,23,8.4,11.3,7.9,8.5,8,2340,0.1,0.1,0.3,0.02,13,33,110,280
1015.0,SUTLEJ AT D/S SLAPPER,HIMACHAL PRADESH,10,22,8.4,11.2,7.3,8.4,83,1277,0.1,0.8,0.3,0.21,10,34,220,280
1016.0,SUTLEJ AT D/S BHAKHRA,HIMACHAL PRADESH,3,21,5.8,9.5,7.3,8.4,169,2560,0.1,0.4,0.34,0.82,1.8,37,1.8,170
4032.0,"SUTLEJ AT U/S KHAIRIAN SOLID WASTE DUMPING SITE
BILASPUR",HIMACHAL PRADESH,14.5,25,7.3,10.8,7.9,8.7,147,411,0.1,0.4,0.1,0.1,22,33,170,280
4033.0,"SUTLEJ AT D/S KHAIRIAN SOLID WASTE DUMPING SITE
BILASPUR",HIMACHAL PRADESH,15,25,8.8,10.6,7.9,8.7,2,285,0.2,0.3,0.1,0.2,21,49,170,350
4450.0,"RIVER SUTLEJ U/S CONFLUENCE WITH GANVI
KHAND",HIMACHAL PRADESH,8.7,12,8.4,9,7.3,8.5,92,1413,0.4,1,0.3,0.8,11,40,46,280
4451.0,"RIVER SUTLEJ D/S CONFLUENCE WITH GANVI
KHAD",HIMACHAL PRADESH,8.7,12,8.5,9,7,8.3,91,1399,0.3,0.9,0.3,0.8,17,47,84,350
1814.0,"SUTLEJ AT D/S KIRATPUR
SAHIB,",PUNJAB,14,21,7.8,9.1,7.2,8.5,192,612,-,-,0.4,5.8,20,450,170,1400
2915.0,"SUTLEJ AT 100 MT. D/S OF
PACL, NANGAL, PUNJAB",PUNJAB,12,24,7.9,8.9,7,8.3,186,421,-,-,0.2,3.9,23,260,140,840
1380.0,"SUTLEJ AT D/S NFL, PUNJAB",PUNJAB,12,24,7.8,9,7,8.4,180,291,-,-,0.8,8.1,21,230,120,790
10020.0,"RIVER SUTLEJ AT ANANDPUR
SAHIB",PUNJAB,14,24,7.8,9.2,6.9,8.5,204,378,1,1,0.8,11.9,49,400,220,1000
10021.0,"RIVER SUTLEJ AT BUNGA
SAHIB",PUNJAB,16,22,7.3,8.9,7.2,8.4,180,340,1,1.6,0.4,2,33,680,170,1300
10022.0,"RIVER SUTLEJ AT PHILLAUR
U/S",PUNJAB,15,33,4.5,7.5,7,7.7,280,880,1,9,0.1,0.7,110,1100,280,2200
10023.0,"RIVER SUTLEJ AT PHAGWARA
U/S (CHAHERU BRIDGE)",PUNJAB,16,32,1.1,4.8,7.1,8,521,1060,4,12,0.5,2.5,680,2300,1100,3300
10024.0,RIVER SUTLEJ AT PHAGWARA D/S (KANGANIWAL BRIDGE),PUNJAB,14,33,1.6,1.6,7.1,7.9,699,1326,18,45,1.2,3.6,7000,49000,14000,70000
10025.0,"RIVER SUTLEJ AT JALANDHAR U/S (PEERU SHAH KA
DARGAH)",PUNJAB,14,33,-,-,7.1,7.8,889,1410,40,84,2,3.8,12000,79000,35000,110000
10026.0,RIVER SUTLEJ AT JALANDHAR D/S (MALSIAN BRIDGE),PUNJAB,13,32,-,-,7.1,7.5,982,1680,48,120,1.6,5.2,17000,170000,79000,280000
10027.0,"RIVER SUTLEJ AT LUDHIANA
U/S",PUNJAB,16,26,7.2,8.7,7.2,8.3,214,394,1,2,0.4,6.1,140,1300,630,2600
10028.0,"RIVER SUTLEJ AT LUDHIANA
D/S",PUNJAB,17,29,2,6.2,7,7.8,312,956,4,55,0.2,5.1,14000,220000,22000,940000
1017.0,"SUTLEJ AT 100M U/S OF
HEADWORKS, NANGAL",PUNJAB,13,20,8.8,9.8,7.1,8.4,177,242,1,1,0.39,5.02,17,93,84,390
1018.0,"SUTLEJ AT 100M D/S , NANGAL",PUNJAB,11,22,8.1,9.2,6.9,8.4,190,330,-,-,0.79,2.69,26,330,140,1100
1293.0,"SUTLEJ AT 1 KM. D/S OF ZENITH, PUNJAB",PUNJAB,12,28,7.4,8.5,7.2,8.5,225,448,1.1,1.1,0.6,5.1,110,700,430,2100
1019.0,"SUTLEJ AT U/S HEAD WORKS
ROPAR",PUNJAB,13,27,7.8,9.1,7.3,8.5,208,367,-,-,0.48,5.02,79,780,280,1700
1690.0,"SUTLEJ AT U/S BUDHA NALLAH (UPPER), PUNJAB",PUNJAB,14,29,6.8,8.6,7.2,8.1,224,488,1.1,3,0.9,11.2,280,1700,920,4900
1020.0,"SUTLEJ AT 100M D/S BUDHA NALA CONFL., LUDHIANA",PUNJAB,17,30,1.2,5.8,7,7.9,316,1245,8,105,0.41,3.12,27000,1700000,79000,3500000
1022.0,"SUTLEJ AT BRIDGE HARIKE,
AMRITSAR",PUNJAB,14,32,5.2,7,7.2,7.9,280,408,1.8,4.4,0.9,3.2,200,7000,3300,11000
1021.0,"SUTLEJ AT BOAT BDG. DHARMKOTNAKODAR ROAD,
JALANDHAR",PUNJAB,14,27,3,5.9,6.9,7.9,308,888,3.2,20,0.29,1.93,11000,93000,17000,260000
1381.0,"SUTLEJ AT D/S EAST BEIN, PUNJAB",PUNJAB,12,31,1,6,7.3,8,292,1230,3.4,22,1,2.5,200,22000,3300,54000
1691.0,"SUTLEJ AT U/S HUSSANIWALA
- H/W FEROZEPUR, PUNJAB",PUNJAB,10,34,6.6,9,7,8.3,202,296,1.1,1.2,0.2,1.4,93,930,490,2400
1692.0,"SUTLEJ AT D/S HUSSANIWALA-
H/W FEROZEPUR, PUNJAB",PUNJAB,12,34,6.4,8.9,7.1,8.3,205,315,1.2,1.8,0.2,4.3,61,920,220,2300
,,,,,> 5.0 mg/L,,6.5 - 8.5,,,,< 3.0 mg/L,,,,< 2500 MPN/ 100 mL,,,
,,,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max
1088.0,RAVI AT U/S MADHOPUR,HIMACHAL PRADESH,11.5,17,7.3,9.3,7.1,7.9,68,408,0.1,0.3,0.3,0.8,1.8,20,58,84
1089.0,RAVI AT U/S CHAMBA,HIMACHAL PRADESH,3,13,8,8.8,7.2,8.1,115,262,0.1,0.3,0.1,0.57,2,6,33,140
2614.0,RAVI AT AT CHAMERA RESERVOIR,HIMACHAL PRADESH,7,12,8,10.2,7,8.2,83,2380,0.1,0.2,0.1,1.5,2,4,46,140
2615.0,RAVI AT D/S AT CHAMERA III HEP,HIMACHAL PRADESH,7,14,8,11,7.3,8.2,17,207,0.1,0.3,0.1,1.1,1.8,6,1.8,120
2613.0,RAVI AT D/S OF CHAMBA TOWN,HIMACHAL PRADESH,3,12,7.4,8.7,7.1,8,121,1260,0.1,0.4,0.1,0.8,2,63,46,140
30085.0,RAVI  AT MADHOPUR,PUNJAB,25.3,25.3,8.2,8.2,7.9,7.9,201,201,-,-,0.7,0.7,2,2,2,2
1097.0,"RAVI AT U/S OF MADHOPUR HEADWORKS, GURDASPUR,
PUNJAB",PUNJAB,15,22,7.2,9,7.4,8.1,141,232,1,1.3,0.1,0.1,21,49,58,110
4059.0,"RIVER RAVI AT RANJIT SAGAR DAM, AT PANAGAR (BASOHIL)",JAMMU & KASHMIR,22,22,9.1,9.1,8.2,8.2,128,128,0.1,0.1,-,-,-,-,-,-
4082.0,"RIVER RAVI AT BAJU NALLAH AT KHOKHYAL NEAR BARAGE, CONFLUENCE POINT OF SAHAR-KHAD AND KATHUA
CITY NALLAHS",JAMMU & KASHMIR,24,24,7.2,7.2,7.6,7.6,137,150,1,1.9,0.1,0.1,-,-,-,-
4061.0,"RIVER RAVI AT LAKHANPUR, 1 KM D/S FROM MADHOPUR
BRIDGE",JAMMU & KASHMIR,22,22,9,9,7.3,7.3,156,156,0.2,0.2,-,-,-,-,-,-
1290.0,PARVATI BEFORE CONF. TO RIVER BEAS,HIMACHAL PRADESH,6,12,8.1,11.5,7.4,8.1,41,342,0.1,0.2,-,-,17,46,110,350
2605.0,PARVATI AT U/S MANIKARAN,"HIMACHAL
PRADESH",1,19,8.6,11.6,7.1,8.1,40,147,0.1,0.2,0.1,0.1,11,70,94,350
2606.0,PARVATI AT D/S MANIKARAN,"HIMACHAL
PRADESH",2,11,8.5,11.5,7.3,8.8,46,111,0.1,0.2,-,-,13,33,110,220
1090.0,"LARGI AT D/S, DWADA","HIMACHAL
PRADESH",6,18,8.2,11,7.5,8.1,56,113,0.1,0.4,0.1,0.1,23,79,170,350
1551.0,"SIRSA  RIVER , U/S SITOMAJRI NALLAHGARH",HIMACHAL PRADESH,16,28,6.5,9.2,7,8.1,267,1582,0.4,4,0.1,1.6,4,26,32,110
1552.0,"SIRSA  RIVER, D/S NALAGARH BRIDGE",HIMACHAL PRADESH,17,32,5.2,8.4,7.2,8.5,474,1731,0.3,14,0.1,1.4,12,120,38,280
1868.0,SIRSA RIVER AT D/S NALAGARH DISTT. SOLAN,HIMACHAL PRADESH,17.0,31.0,6.4,8.5,7.2,8.9,590,1966,0.4,7.2,0.3,4.3,13,70,32,220
2616.0,SIUEL AT D/S SURGANI,"HIMACHAL
PRADESH",5.0,14.0,8.0,9.8,6.8,8.1,88,2300,0.1,0.4,0.1,0.8,2,6,43,130
2607.0,SUKETI KHAD AT D/S MANDI,"HIMACHAL
PRADESH",10.0,25.0,5.6,10.5,7.8,8.4,88,372,0.2,0.6,0.1,0.6,31,350,280,1600
2608.0,"BINWA AT D/S
PAPROLA/BAIJNATH","HIMACHAL
PRADESH",11.0,13.5,8.5,8.9,7.0,8.2,90,204,0.1,0.3,0.2,1.2,1.8,2,46,94
2609.0,NEUGAL AT D/S THURAL,HIMACHAL PRADESH,8.0,16.0,8.2,9.2,7.4,8.1,124,1100,0.1,0.3,0.4,78,2,20,63,110
2610.0,SPITI AT KHAB,"HIMACHAL
PRADESH",6.0,11.0,9.2,9.8,6.9,8.5,76,2389,0.1,1.3,0.2,2.2,1.8,25,46,1600
2612.0,BASPA AT U/S RESERVOIR BASPA PROJECT,HIMACHAL PRADESH,6.5,11.0,9.0,10.0,7.4,8.6,83,2615,0.2,1.0,0.1,1.2,1.8,23,31,1600
1307.0,CHUNT KOL  (MAULANA AZAD BRIDGE),JAMMU & KASHMIR,5.5,23.0,1.3,5.2,6.9,7.8,157,395,2.3,11.2,-,-,-,-,-,-
1306.0,"GAWKADAL, SRG (SHERGHARI,
SRG)","JAMMU &
KASHMIR",4.0,19.0,5.9,7.9,7.2,8.6,130,315,1.5,3.2,-,-,-,-,-,-
1304.0,JHELUM AT ANANTNAG D/S,"JAMMU &
KASHMIR",4.0,26.0,6.4,8.9,7.3,8.4,165,291,1.4,2.9,-,-,-,-,-,-
1410.0,"JHELUM AT DALAGATE
(INLET), SRINAGAR","JAMMU &
KASHMIR",4.0,15.0,6.2,8.3,7.1,7.8,103,281,1.6,2.8,-,-,-,-,-,-
1411.0,JHELUM AT CHATTABAL WEIR (OUTLET,JAMMU & KASHMIR,3.5,18.3,4.8,8.2,7.2,8.7,160,395,1.6,2.8,-,-,-,-,-,-
3272.0,JHELUM RIVER AT VERINAG,JAMMU & KASHMIR,5.0,12.2,5.8,8.5,7.2,7.5,210,310,0.6,1.0,-,-,-,-,-,-
3273.0,"JHELUM RIVER AT SANGAM, CONFLUENCE POINT OF
VISHAV NALLAH",JAMMU & KASHMIR,3.0,25.8,6.0,8.6,7.4,7.1,140,264,1.4,2.5,-,-,-,-,-,-
3276.0,"JHELUM RIVER AT SOPORE, CONFLUENCE POINT OF
WULAR LAKE",JAMMU & KASHMIR,4.8,14.5,6.0,7.8,7.6,7.8,208,290,2.0,3.0,-,-,-,-,-,-
3277.0,JHELUM RIVER  AT BARAMULLA D/S,JAMMU & KASHMIR,5.0,14.6,6.4,7.6,7.7,7.8,225,298,2.5,3.5,-,-,-,-,-,-
3274.0,JHELUM RIVER AT AWANTIPORA,JAMMU & KASHMIR,4.0,26.0,5.9,8.0,7.4,8.8,123,261,1.4,3.5,-,-,-,-,-,-
3275.0,JHELUM RIVER AT PAMPORE,"JAMMU &
KASHMIR",4.0,14.2,5.4,8.5,7.4,8.7,126,250,1.2,2.5,-,-,-,-,-,-
4053.0,RIVER JHELUM AT BIJEHARA,"JAMMU &
KASHMIR",3.0,22.0,6.5,8.5,7.4,8.8,160,286,1.4,2.7,-,-,-,-,-,-
4054.0,"RIVER JHELUM AT
PANTHACHOWK","JAMMU &
KASHMIR",4.2,15.0,6.2,8.5,7.2,8.1,135,275,1.7,7.8,-,-,-,-,-,-
2755.0,"BANGANGA (BATHING GHAT), KATRA,",JAMMU & KASHMIR,12.0,24.0,3.0,7.4,7.5,8.5,250,560,1.8,5.2,-,-,-,-,-,-
2756.0,"BANGANGA (IN FRONT OF PONY SHED NEAR REASI
BRIDGE)KATRA",JAMMU & KASHMIR,12.0,24.0,5.2,7.7,7.8,8.7,320,520,4.0,6.2,0.2,1.1,-,-,-,-
2752.0,"BASANTER U/S (R.H.S) SAMBA (BELOW NH-1A BRIDGE),",JAMMU & KASHMIR,13.0,28.0,6.0,7.6,7.7,8.6,150,380,1.3,4.2,0.2,0.2,-,-,-,-
2748.0,CHENAB AT L.H.S.(BELOW BRIDGE CHENAB),JAMMU & KASHMIR,8.0,14.0,7.9,9.1,7.5,7.7,124,196,0.2,0.2,-,-,-,-,-,-
2749.0,"CHENAB AT BLIND CURVE SHAMSHAN GHAT (1.5 KM U/S
FROM SPOT)",JAMMU & KASHMIR,8.0,14.0,8.2,9.2,7.6,7.7,124,194,0.1,0.2,-,-,-,-,-,-
2750.0,"CHENAB RIVER  AT CHADRA GAON VIEW POINT(4 KM U/S
FROM SPOT)",JAMMU & KASHMIR,8.0,14.0,8.3,9.3,7.4,7.6,120,193,0.2,0.2,-,-,-,-,-,-
2751.0,"CHENAB AT JAL PATAN MANDIR AFTER MEETING WITH MAIN DRAIN OF AKHNOOR CITY(1.5 KMD/S
FROM SPOT)",JAMMU & KASHMIR,8.0,14.0,7.7,8.5,7.6,7.9,13,198,0.6,1.4,-,-,-,-,-,-
2754.0,"DEVAK RIVER UDHAMPUR(NEAR SHIV
MANDIR D/S)L.H.S.",JAMMU & KASHMIR,12.0,26.0,6.0,6.8,7.2,7.5,540,660,3.7,10.0,0.2,2.1,-,-,-,-
2757.0,DEVAK RIVER  AT UTTERBEHNI,JAMMU & KASHMIR,15.0,26.0,6.2,8.0,7.6,8.5,154,440,0.1,1.8,-,-,-,-,-,-
3278.0,LIDDER AT LARIPORA,JAMMU & KASHMIR,1.0,11.3,7.5,10.6,7.6,7.9,84,196,0.5,1.1,-,-,-,-,-,-
3279.0,LIDDER AT CLUB PARK,JAMMU & KASHMIR,1.0,11.5,7.3,10.7,7.5,7.9,114,216,0.5,1.3,-,-,-,-,-,-
3280.0,LIDDER AT BUS ADDA,JAMMU & KASHMIR,1.0,11.0,7.8,10.3,7.2,7.8,78,207,0.6,1.5,-,-,-,-,-,-
3281.0,"LIDDER AT YANEER, D/S OF PHALGUM",JAMMU & KASHMIR,4.5,12.3,7.6,10.2,7.3,8.5,88,176,0.5,1.2,-,-,-,-,-,-
3282.0,"LIDDER NERA BUMZOO, ANANTNAG",JAMMU & KASHMIR,4.0,13.5,7.8,9.8,7.2,8.2,93,172,0.8,1.4,-,-,-,-,-,-
3283.0,"SINDH RIVER AT SONAMARG
U/S",JAMMU & KASHMIR,6.0,15.4,7.0,8.7,7.9,8.0,170,380,0.4,1.3,-,-,-,-,-,-
3284.0,"SINDH RIVER  AT SONAMARG
D/S",JAMMU & KASHMIR,6.5,15.0,7.0,9.0,7.8,8.0,222,409,0.8,1.4,-,-,-,-,-,-
3285.0,SINDH RIVER  AT WAIL BRIDGE,JAMMU & KASHMIR,4.2,21.1,7.5,10.6,7.4,7.9,119,342,0.5,1.4,-,-,-,-,-,-
3286.0,SINDH RIVER  AT DUDERHAMA,JAMMU & KASHMIR,3.9,22.2,6.8,9.8,7.3,7.8,152,318,0.6,2.1,-,-,-,-,-,-
3287.0,"SINDH RIVER AT RANGIL, SRINAGAR",JAMMU & KASHMIR,3.8,21.6,7.5,10.0,7.3,7.7,128,296,0.6,1.1,-,-,-,-,-,-
2742.0,"TAWI AT SHETALI LIFTING POINT NAGROTA(5KM U/S
TAWI BRIDGE)",JAMMU & KASHMIR,7.9,28.0,7.8,8.5,7.5,8.3,119,380,0.1,1.0,0.1,0.1,-,-,-,-
2743.0,"TAWI AT BAGH-E-BAHU LIFTING POINT(1 KM U/S TAWI
BRIDGE)",JAMMU & KASHMIR,8.2,28.0,7.2,8.6,7.8,8.4,128,375,0.1,1.4,0.1,0.1,-,-,-,-
1412.0,"TAWI AT JAMMU U/S, (TAWI
BRIDGE )","JAMMU &
KASHMIR",12.0,34.0,5.0,7.2,7.4,8.8,381,877,1.8,12.0,0.1,0.8,-,-,-,-
2744.0,TAWI BELOW TAWI BRIDGE,JAMMU & KASHMIR,11.0,33.0,6.2,7.9,7.5,8.9,126,400,0.6,3.0,0.3,0.3,-,-,-,-
2745.0,TAWI BAGHWATI NAGAR (2KM D/S TAWI BRIDGE,JAMMU & KASHMIR,11.0,30.0,1.0,7.6,8.0,8.7,125,800,1.4,8.0,0.3,0.3,-,-,-,-
2746.0,"TAWI AT BELICHARANA(4KM
D/S TAWI BRIDGE)","JAMMU &
KASHMIR",11.0,30.0,7.2,8.4,8.2,8.6,118,373,0.8,1.8,0.3,0.8,-,-,-,-
2747.0,"TAWI AT SURAJPUR CHATHA(10 KM D/S TAWI BRIDGE)BELOW BRIDGE NEAR CHATHA MSW DUMPING SITE,
J&K",JAMMU & KASHMIR,12.0,30.0,6.3,8.2,8.0,8.6,120,422,0.5,1.8,0.2,0.2,-,-,-,-
1870.0,"SUKHANA RIVER AT PARWANOO, DISTT. SOLAN",HIMACHAL PRADESH,19.4,20.2,2.5,6.3,7.5,8.1,214,1536,1.6,72.0,0.8,3.6,17,920,47,1600
4161.0,"CONFLUENCE POINT OF SARSA NADI WITH WITH RIVER SUTLEJ, NR VILL ASPUR,
ROOPNAGAR",PUNJAB,16.0,26.0,7.6,9.1,7.2,8.4,283,393,1.4,1.4,0.9,10.3,98,700,320,2200
