Station Code,Location,State,Temp Min,Temp Max,Dissoved Oxygen Min,Dissoved Oxygen Max,pH Min,pH Max,Conductivity Min,Conductivity Max,BOD Min,BOD Max,Nitrate Min,Nitrate Max,Fecal Coliform Min,Fecal Coliform Max,Total Coliform Min,Total Coliform Max
10024.0,RIVER SUTLEJ AT PHAGWARA D/S (KANGANIWAL BRIDGE),PUNJAB,15.0,36.0,0.3,1.0,7.1,7.4,1003,1104,10,20,0.8,1.6,700,13000,2600,33000
10027.0,RIVER SUTLEJ AT LUDHIANA U/S,PUNJAB,11.0,25.0,5.2,9.6,7.3,8.4,211,391,1,1.4,1.3,3.25,100,790,580,3500
10028.0,RIVER SUTLEJ AT LUDHIANA D/S,PUNJAB,13.0,28.0,0.3,6.8,6.7,7.7,243,1219,2,27,1.2,579,33000,330000,94000,840000
1017.0,"SUTLEJ AT 100M U/S OF HEADWORKS, NANGAL",PUNJAB,12.0,23.0,7.3,10.4,7.3,8.3,192,349,1,1,1,2.44,18,78,100,230
1018.0,"SUTLEJ AT 100M D/S , NANGAL",PUNJAB,11.0,24.0,7.9,10.2,7.3,8.5,187,302,1,1,1.2,2.41,11,110,170,330
1293.0,"SUTLEJ AT 1 KM. D/S OF ZENITH, PUNJAB",PUNJAB,11.0,22.0,6.5,9.9,7.3,8.5,204,421,1,1,1.2,2.56,170,780,580,2100
1019.0,SUTLEJ AT U/S HEAD WORKS ROPAR,PUNJAB,11.0,19.0,6.4,10.2,7.4,8.5,213,341,1,1.6,1.2,3.18,130,460,470,1700
1690.0,"SUTLEJ AT U/S BUDHA NALLAH (UPPER), PUNJAB",PUNJAB,11.0,27.0,6.3,9.0,7.4,8.0,221,436,1,3,1.3,2.6,170,1700,700,6300
1021.0,"SUTLEJ AT BOAT BDG. DHARMKOTNAKODAR ROAD,
JALANDHAR",PUNJAB,12.0,30.0,1.8,5.8,6.9,8.2,292,642,1.8,14,1.1,2.4,11000,140000,58000,280000
1381.0,"SUTLEJ AT D/S EAST BEIN, PUNJAB",PUNJAB,13.0,31.0,0.3,5.6,6.9,8.0,287,939,2.2,15,1.1,2.66,22000,110000,84000,540000
1691.0,"SUTLEJ AT U/S HUSSANIWALA - H/W FEROZEPUR,
PUNJAB",PUNJAB,11.0,30.0,6.2,11.8,7.5,8.5,227,269,1,1.4,1.1,2.45,92,400,580,1200
1692.0,"SUTLEJ AT D/S HUSSANIWALA-H/W FEROZEPUR, PUNJAB",PUNJAB,10.0,39.0,6.4,11.6,7.4,8.5,229,268,1,1.5,1.1,2.3,110,400,610,1000
1088.0,RAVI AT U/S MADHOPUR,HIMACHAL PRADESH,10.0,32.0,6.9,9.0,6.9,7.9,118,265,BDL,1,BDL,1.16,2,4,22,63
1089.0,RAVI AT U/S CHAMBA,HIMACHAL PRADESH,3.0,16.0,8.0,9.5,7.3,8.0,101,281,BDL,1,BDL,6.2,2,2,20,33
2614.0,RAVI AT CHAMERA RESERVOIR,HIMACHAL PRADESH,3.0,20.0,8.1,9.4,7.6,7.8,123,232,BDL,1,BDL,1.21,2,4,25,110
2615.0,RAVI AT D/S AT CHAMERA III HEP,HIMACHAL PRADESH,3.0,16.0,8.2,9.8,7.3,8.0,101,303,BDL,1,BDL,3.1,2,2,21,46
2613.0,RAVI AT D/S OF CHAMBA TOWN,HIMACHAL PRADESH,3.0,16.0,7.8,9.5,6.8,7.8,127,328,BDL,1,BDL,2.09,2,4,26,41
30085.0,RAVI AT MADHOPUR (PUNJAB),INTER-STATE,33.0,33.0,8.1,8.1,7.8,7.8,159,159,1,1,BDL,0.5,20,20,94,94
1097.0,"RAVI AT U/S OF MADHOPUR HEADWORKS,
GURDASPUR, PUNJAB",PUNJAB,6.0,34.0,7.9,8.6,7.4,8.1,138,212,1,1.2,BDL,0.6,18,81,61,170
4059.0,"RANJIT SAGAR DAM, AT PANAGAR (BASOHIL)",JAMMU & KASHMIR,21.0,21.0,7.6,7.6,7.6,7.6,198,198,BDL,BDL,BDL,BDL,-,-,-,-
4082.0,"BAJU NALLAH AT KHOKHYAL NEAR BARAGE, CONFLUENCE POINT OF SAHAR-KHAD AND KATHUA
CITY NALLAHS",JAMMU & KASHMIR,22.0,22.0,6.2,6.2,8.1,8.1,339,339,1.8,1.8,-,-,BDL,BDL,BDL,BDL
4061.0,"RIVER RAVI AT LAKHANPUR, 1 km D/s FROM MADHOPUR BRIDGE",JAMMU & KASHMIR,22.0,22.0,7.5,7.5,7.8,7.8,264,264,BDL,BDL,BDL,BDL,-,-,-,-
1290.0,PARVATI BEFORE CONF. TO RIVER BEAS,HIMACHAL PRADESH,3.0,11.0,8.5,10.6,6.7,7.6,34,100,BDL,1,BDL,0.53,21,70,70,220
2605.0,PARVATI AT U/S MANIKARAN,HIMACHAL PRADESH,1.0,10.0,8.1,11.4,6.8,8.2,31,930,BDL,1,BDL,0.57,13,33,63,140
2606.0,PARVATI AT D/S MANIKARAN,HIMACHAL PRADESH,1.0,10.0,7.9,11.4,6.8,7.6,35,91,BDL,1,BDL,0.61,17,40,70,170
1090.0,"LARGI AT D/S, DWADA",HIMACHAL PRADESH,6.0,15.0,8.6,10.5,7.3,8.0,53,860,BDL,1,BDL,0.67,17,79,94,280
1551.0,"SIRSA RIVER , U/S SITOMAJRI NALLAHGARH",HIMACHAL PRADESH,17.0,30.0,5.8,8.5,6.6,8.0,281,924,BDL,2.2,-,-,4,21,17,49
1552.0,"SIRSA RIVER, D/S NALAGARH BRIDGE",HIMACHAL PRADESH,18.0,35.0,5.6,9.8,7.4,8.2,484,12290,BDL,1.8,-,-,11,49,32,220
1868.0,SIRSA RIVER AT D/S NALAGARH DISTT. SOLAN,HIMACHAL PRADESH,18.0,36.0,5.8,9.9,7.1,8.2,423,1246,1,2.8,-,-,9,22,26,110
2616.0,SIUEL AT D/S SURGANI,HIMACHAL PRADESH,3.0,18.0,8.2,9.4,7.3,7.9,129,246,BDL,1,BDL,1.25,2,2,21,63
2607.0,SUKETI KHAD AT D/S MANDI,HIMACHAL PRADESH,16.0,22.0,8.2,9.9,7.7,8.6,210,342,BDL,1,BDL,2.7,38,1600,280,1600
2608.0,BINWA AT D/S PAPROLA/BAIJNATH,HIMACHAL PRADESH,11.0,23.0,7.3,9.2,7.5,8.0,94,163,BDL,1,BDL,1.09,2,4,21,110
2609.0,NEUGAL AT D/S THURAL,HIMACHAL PRADESH,10.0,30.0,8.6,9.1,7.5,8.1,111,284,BDL,1,BDL,1.59,2,2,17,47
2610.0,SPITI AT KHAB,HIMACHAL PRADESH,6.0,8.0,9.4,9.9,7.4,8.4,357,2900,BDL,BDL,BDL,0.95,11,120,130,350
2612.0,BASPA AT U/S RESERVOIR BASPA PROJECT,HIMACHAL PRADESH,6.0,11.0,9.2,9.8,7.5,8.5,138,3651,BDL,1,BDL,0.64,2,46,33,350
2755.0,"BANGANGA (BATHING GHAT), KATRA,",JAMMU & KASHMIR,11.0,23.0,6.1,7.5,8.2,8.7,280,380,1.1,4.2,BDL,0.78,-,-,-,-
2756.0,BANGANGA (IN FRONT OF PONY SHED NEAR REASI BRIDGE),JAMMU & KASHMIR,11.0,24.0,6.1,7.7,8.4,8.6,300,342,1.4,5.6,BDL,0.79,-,-,-,-
2752.0,"BASANTER U/S (R.H.S) SAMBA (BELOW NH-1A
BRIDGE),",JAMMU & KASHMIR,15.0,22.0,6.4,7.4,8.4,8.5,210,340,1,1.6,BDL,0.72,-,-,-,-
2748.0,CHENAB AT L.H.S.(BELOW BRIDGE CHENAB),JAMMU & KASHMIR,13.0,16.0,8.2,9.0,7.8,8.1,126,180,BDL,BDL,BDL,BDL,-,-,-,-
2749.0,"CHENAB AT BLIND CURVE SHAMSHAN GHAT (1.5 KM
U/S FR",JAMMU & KASHMIR,13.0,16.0,8.0,9.1,7.7,8.1,128,180,BDL,BDL,BDL,BDL,-,-,-,-
2750.0,"CHENAB RIVER AT CHADRA GAON VIEW POINT(4 KM
U/S F",JAMMU & KASHMIR,13.0,16.0,8.0,9.1,7.6,8.1,128,183,BDL,BDL,BDL,BDL,-,-,-,-
2751.0,"CHENAB AT JAL PATAN MANDIR AFTER MEETING WITH MAIN DRAIN OF AKHNOOR CITY(1.5 KMD/S
FROM SPOT)",JAMMU & KASHMIR,13.0,16.0,8.3,8.3,8.1,8.2,104,184,BDL,BDL,BDL,BDL,-,-,-,-
2754.0,"DEVAK RIVER UDHAMPUR(NEAR SHIV MANDIR
D/S)L.H.S.",JAMMU & KASHMIR,16.0,24.0,5.0,6.7,7.3,7.9,430,540,3,7.2,0.3,1.9,-,-,-,-
2757.0,DEVAK RIVER AT UTTERBEHNI,JAMMU & KASHMIR,16.0,20.0,8.1,8.2,8.6,8.8,386,400,BDL,BDL,BDL,BDL,-,-,-,-
2742.0,"TAWI AT SHETALI LIFTING POINT NAGROTA(5KM U/S
TAWI",JAMMU & KASHMIR,14.0,23.0,7.7,9.1,7.4,8.2,100,286,BDL,BDL,BDL,BDL,-,-,-,-
2743.0,"TAWI AT BAGH-E-BAHU LIFTING POINT(1 KM U/S
TAWI BRIDGE",JAMMU & KASHMIR,14.0,23.0,7.3,9.0,7.2,8.3,110,373,BDL,BDL,BDL,BDL,-,-,-,-
1412.0,"TAWI AT JAMMU U/S, (TAWI BRIDGE )",JAMMU & KASHMIR,14.2,25.0,5.2,6.8,7.8,8.6,440,650,2,2.5,BDL,0.47,-,-,-,-
2744.0,TAWI BELOW TAWI BRIDGE,JAMMU & KASHMIR,14.0,24.0,6.5,8.2,7.2,8.7,114,380,1.5,2.8,BDL,BDL,-,-,-,-
2745.0,TAWI BAGHWATI NAGAR (2KM D/S TAWI BRIDGE,JAMMU & KASHMIR,14.0,24.0,5.2,8.0,7.7,8.9,120,705,3,8.5,BDL,0.3,-,-,-,-
2746.0,TAWI AT BELICHARANA(4KM D/S TAWI BRIDGE),JAMMU & KASHMIR,14.0,24.0,7.2,8.5,7.5,8.7,116,353,BDL,1,BDL,BDL,-,-,-,-
2747.0,TAWI AT SURAJPUR CHATHA(10 KM D/S TAWI BRIDGE)BELO,JAMMU & KASHMIR,14.0,24.0,7.5,8.6,7.5,8.6,118,350,BDL,BDL,BDL,1,-,-,-,-
1307.0,RIVER CHUNT KOL (MAULANA AZAD BRIDGE),JAMMU & KASHMIR,16.9,27.0,1.5,5.5,7.1,7.5,131,320,2.5,6.8,-,-,-,-,-,-
1306.0,"RIVER GAWKADAL, SRG (SHERGHARI, SRG)",JAMMU & KASHMIR,15.5,21.5,4.1,6.7,7.0,8.1,123,333,2,3.7,-,-,-,-,-,-
1304.0,RIVER JHELUM AT ANANTNAG D/S,JAMMU & KASHMIR,12.0,22.0,5.5,8.5,7.2,7.7,156,425,1.3,4.3,-,-,-,-,-,-
1410.0,"RIVER JHELUM AT DALAGATE (INLET), SRINAGAR",JAMMU & KASHMIR,14.8,22.0,4.7,9.8,7.1,8.8,126,321,1.5,3.3,-,-,-,-,-,-
1411.0,RIVER JHELUM AT CHATTABAL WEIR (OUTLET,JAMMU & KASHMIR,14.1,28.1,4.2,6.5,7.1,7.8,125,335,1.7,3.1,-,-,-,-,-,-
3272.0,RIVER JHELUM AT VERINAG,JAMMU & KASHMIR,12.0,18.0,6.3,8.0,7.1,7.6,270,355,BDL,BDL,-,-,-,-,-,-
3273.0,"RIVER JHELUM AT SANGAM, CONFLUENCE POINT OF VISHAV NALLAH",JAMMU & KASHMIR,11.0,23.0,5.0,7.0,7.2,7.7,113,318,1.5,2,-,-,-,-,-,-
3274.0,RIVER JHELUM AT AWANTIPORA,JAMMU & KASHMIR,11.0,22.5,4.9,6.0,7.5,7.6,192,277,1.6,2.1,-,-,-,-,-,-
3275.0,RIVER JHELUM AT PAMPORE,JAMMU & KASHMIR,10,25.5,4.6,7.7,7.3,7.6,106,312,1.7,2.6,-,-,-,-,-,-
3276.0,"RIVER JHELUM AT SOPORE, CONFLUENCE POINT OF WULAR LAKE",JAMMU & KASHMIR,11.8,25.8,4.3,8.5,7.2,7.6,165,300,1.5,3,-,-,-,-,-,-
3277.0,RIVER JHELUM AT BARAMULLA D/S,JAMMU & KASHMIR,12,25.5,5.0,6.6,7.2,7.7,175,370,1.8,3.2,-,-,-,-,-,-
4053.0,RIVER JHELUM AT BIJEHARA,JAMMU & KASHMIR,11,22,4.9,6.5,7.5,7.6,163,363,1.3,2,-,-,-,-,-,-
4054.0,RIVER JHELUM AT PANTHACHOWK,JAMMU & KASHMIR,1,22,5.2,7.0,7.3,7.7,106,310,1.8,3.2,-,-,-,-,-,-
3278.0,RIVER LIDDER AT LARIPORA,JAMMU & KASHMIR,10.1,14.4,7.1,8.7,7.6,7.9,87,141,BDL,BDL,-,-,-,-,-,-
3279.0,RIVER LIDDER AT CLUB PARK,JAMMU & KASHMIR,9.8,14.5,6.8,8.5,7.4,7.9,92,142,BDL,BDL,-,-,-,-,-,-
3280.0,RIVER LIDDER AT BUS ADDA,JAMMU & KASHMIR,10.3,14.8,7.0,8.2,7.2,7.9,80,166,BDL,1.1,-,-,-,-,-,-
3281.0,"RIVER LIDDER AT YANEER, D/S OF PHALGUM",JAMMU & KASHMIR,13,17.3,7.1,8.9,7.2,8.3,71,122,BDL,BDL,-,-,-,-,-,-
3282.0,"RIVER LIDDER NERA BUMZOO, ANANTNAG",JAMMU & KASHMIR,14,18.7,6.4,8.8,7.3,8.0,88,192,BDL,1.2,-,-,-,-,-,-
4051.0,RIVER LIDDER AT NUNWAN,JAMMU & KASHMIR,13.2,15.8,7.3,8.8,7.5,7.9,74,110,BDL,1,-,-,-,-,-,-
4052.0,RIVER LIDDER NEAR LAVENDER PARK,JAMMU & KASHMIR,10.3,14.6,7.3,8.5,7.5,7.9,91,142,BDL,BDL,-,-,-,-,-,-
3283.0,RIVER SINDH AT SONAMARG U/S,JAMMU & KASHMIR,6.8,14.2,6.6,8.4,7.2,8.0,136,347,BDL,1.1,-,-,-,-,-,-
3284.0,RIVER SINDH AT SONAMARG D/S,JAMMU & KASHMIR,6,14.1,6.9,8.5,7.8,8.0,140,346,BDL,BDL,-,-,-,-,-,-
3285.0,RIVER SINDH AT WAIL BRIDGE,JAMMU & KASHMIR,11.6,18.4,6.8,8.8,7.7,7.9,147,255,BDL,1.2,-,-,-,-,-,-
3286.0,RIVER SINDH AT DUDERHAMA,JAMMU & KASHMIR,12.5,19.1,6.7,8.0,7.4,7.7,209,345,1,1.5,-,-,-,-,-,-
3287.0,"RIVER SINDH AT RANGIL, SRINAGAR",JAMMU & KASHMIR,10.2,19.9,5.7,8.7,7.4,7.7,117,283,BDL,1.1,-,-,-,-,-,-
2758.0,"RIVER UJH AT DAM SITE(L.H.S.), KATHUA",JAMMU & KASHMIR,20,20,7.8,7.8,7.8,7.8,238,238,BDL,BDL,-,-,-,-,-,-
3858.0,SWAN RIVER U/S SANTOSHGARH BRIDGE,HIMACHAL PRADESH,21,30,6.3,8.3,7.6,8.2,385,773,BDL,1,0.41,2.34,2,4,32,120
3859.0,SWAN RIVER U/S UNA TOWN GHALLUWAL BRIDGE,HIMACHAL PRADESH,20,30,6.1,9.1,7.7,8.0,338,462,BDL,10,0.41,2.7,2,6,27,240
4030.0,SWAN RIVER B/C OF GARNI KHAD,HIMACHAL PRADESH,21.5,31,6.3,8.2,7.8,8.1,318,526,BDL,1,0.53,3.7,2,4,33,110
4031.0,SWAN RIVER A/C GARNI KHAD,HIMACHAL PRADESH,21,28,6.1,8.3,7.6,8.0,326,500,BDL,1,0.47,2.9,2,4,39,130
4433.0,SWAN RIVER D/S OF UNA AT RAMPUR BRIDGE,HIMACHAL PRADESH,20,30,6.1,8.3,7.7,8.3,358,487,BDL,1,0.54,1.6,2,4,34,130
1869.0,SWAN RIVER AT D/S NANGAL DISTT. UNA,HIMACHAL PRADESH,21,34,7.0,8.1,7.4,7.9,355,589,BDL,1,0.55,1.81,2,6,39,210
4038.0,RIVER TIRTHAN B/C TO RIVER SUTLEJ,HIMACHAL PRADESH,6,16,8.5,10.1,7.3,8.1,65,257,BDL,1,BDL,0.8,13,40,70,170
2617.0,PABBAR AT U/S DHAMBARI,HIMACHAL PRADESH,5,16,8.6,9.5,7.4,8.4,51,7578,BDL,1,BDL,0.79,2,27,20,240
2618.0,PABBAR AT U/S ROHRU,HIMACHAL PRADESH,8,19,8.0,12.8,7.3,8.2,45,8729,BDL,1,BDL,0.72,9,33,76,350
4039.0,RIVER PABBAR U/S HATKOTI,HIMACHAL PRADESH,11,23,7.5,13.8,7.2,8.1,67,1179,BDL,1,BDL,2.06,9,34,84,540
4464.0,ALHI RIVER-NOG(NEAR WATER SUPPLY SCHEME INTAKE) TRIUTARY OF RIVER SUTLEJ,HIMACHAL PRADESH,16,23,8.0,9.2,7.9,8.8,60,415,BDL,1,BDL,4.95,17,49,110,220
4465.0,HARABAGH(INTAKE FROM BBMB SOURCE-BBMB ADIT HARABGH) WATER SPRING,HIMACHAL PRADESH,16,22,7.5,9.1,7.2,8.5,265,565,BDL,1,BDL,0.62,13,38,94,170
